type,id,name,current_email,backup_timestamp
student,68cfecb9-c977-45f5-9b5f-f0dfe6a03150,Aida Egbunike,aida.egbunike@student.fairview-school.ng,20260809_084552
student,ec215400-94a2-4390-9583-d7cd716e2afe,Aida Obi,aida.obi@student.fairview-school.ng,20260809_084552
student,f318e61e-0d2f-4424-bf50-ad00d4206ac8,Aida Okafor,aida.okafor@student.fairview-school.ng,20260809_084552
student,e331f1a8-aa83-49b6-bf86-d1a30f7f11f1,Aida Oluwaseun,aida.oluwaseun@student.fairview-school.ng,20260809_084552
student,b95ddfce-8ba0-45a2-b16e-02d3bb08687c,Ayoade Adomako,ayoade.adomako@student.fairview-school.ng,20260809_084552
student,48e4d31e-445b-4e9e-a148-986007eafead,Ayoade Egbunike,ayoade.egbunike@student.fairview-school.ng,20260809_084552
student,85f6085d-d8a4-4e2d-ac9e-10ba2e4c9716,Ayoade Okonkwo,ayoade.okonkwo@student.fairview-school.ng,20260809_084552
student,ed05c37f-d535-45c9-b5e5-74bca154c404,Ayoade Opoku,ayoade.opoku@student.fairview-school.ng,20260809_084552
student,320bd5a4-bc64-4e7c-a2a5-858403a137c7,Ayoade Usman,ayoade.usman@student.fairview-school.ng,20260809_084552
student,8cc48242-5725-4d9a-b86a-3ec5382cdee8,Blessing Adeyemi,blessing.adeyemi@student.fairview-school.ng,20260809_084552
student,803ab6ab-19c5-4af0-b9da-9f72a1a657e0,Blessing Adomako,blessing.adomako@student.fairview-school.ng,20260809_084552
student,093a6f93-c805-446a-9784-d7b759224066,Blessing Bello,blessing.bello@student.fairview-school.ng,20260809_084552
student,d3170b5a-8d78-4d00-911e-979c3de2e010,Blessing Bello,blessing.bello@student.fairview-school.ng,20260809_084552
student,deab97b7-56de-44cf-b8b8-14ddf5817726,Blessing Fasola,blessing.fasola@student.fairview-school.ng,20260809_084552
student,c826c35c-1643-46e5-b0ea-0f9d8863b268,Blessing Hassan,blessing.hassan@student.fairview-school.ng,20260809_084552
student,8eac6a99-8c2e-4f8b-b8f0-b30d5350fc95,Blessing Okoro,blessing.okoro@student.fairview-school.ng,20260809_084552
student,418ebb89-923f-4bf1-a16f-56c38d4b2e17,Blessing Okoro,blessing.okoro@student.fairview-school.ng,20260809_084552
student,2f1d40d6-9cc9-4212-9d2f-9eedf44fb747,Blessing Okoro,blessing.okoro@student.fairview-school.ng,20260809_084552
student,5a0bec61-fe93-4e22-b054-a2830c0f67b1,Blessing Oladele,blessing.oladele@student.fairview-school.ng,20260809_084552
student,4924683e-c460-4195-ab45-a8009cf353ca,Chioma Abioye,chioma.abioye@student.fairview-school.ng,20260809_084552
student,162636e9-fac0-4349-90de-69cfd34f3515,Chioma Adebanjo,chioma.adebanjo@student.fairview-school.ng,20260809_084552
student,636ba11d-a0d6-4927-aeae-ce68fba5cccd,Chioma Anyanwu,chioma.anyanwu@student.fairview-school.ng,20260809_084552
student,299bcd9f-e0fd-49a8-abc6-46e6567ea1a2,Chioma Bamigboye,chioma.bamigboye@student.fairview-school.ng,20260809_084552
student,8cc658fe-3ac0-4409-b917-95857f17c79f,Chioma Egbunike,chioma.egbunike@student.fairview-school.ng,20260809_084552
student,5dd315ab-3418-4040-b761-2408c1345655,Chioma Fasola,chioma.fasola@student.fairview-school.ng,20260809_084552
student,dafe2edf-50a5-4349-a936-95cfbda4ca49,Chioma Obi,chioma.obi@student.fairview-school.ng,20260809_084552
student,63738fdb-fcdc-4480-bef4-68dab4c5c4d8,Chioma Olagoke,chioma.olagoke@student.fairview-school.ng,20260809_084552
student,1e1fdc6e-eda5-42df-8051-7d238c09104d,Chioma Usman,chioma.usman@student.fairview-school.ng,20260809_084552
student,8f82a9d1-07fc-4ebe-8d70-b470974b82fa,Chukwu Adebanjo,chukwu.adebanjo@student.fairview-school.ng,20260809_084552
student,a5427b65-34f0-4ff3-b71c-386a1644ae2f,Chukwu Adeyemi,chukwu.adeyemi@student.fairview-school.ng,20260809_084552
student,ea5339fd-5c85-4f66-bce3-83195949fc12,Chukwu Adeyemi,chukwu.adeyemi@student.fairview-school.ng,20260809_084552
student,891f1c49-2c3d-4312-ae52-097c51069ca1,Chukwu Adeyemi,chukwu.adeyemi@student.fairview-school.ng,20260809_084552
student,28c25a3f-a989-4dd7-ab1d-92df291f6127,Chukwu Asante,chukwu.asante@student.fairview-school.ng,20260809_084552
student,57535dc1-17e1-4ded-aef3-607a4b7679e7,Chukwu Asante,chukwu.asante@student.fairview-school.ng,20260809_084552
student,1d56964b-b0a5-4436-a8eb-0f5b077a294a,Chukwu Fasola,chukwu.fasola@student.fairview-school.ng,20260809_084552
student,7f5685ea-74d2-4f4b-aff4-3422dcf6ec47,Chukwu Hassan,chukwu.hassan@student.fairview-school.ng,20260809_084552
student,f6f675e3-4c42-4261-82d6-4783e3a7f661,Chukwu Hassan,chukwu.hassan@student.fairview-school.ng,20260809_084552
student,3c0867e5-0688-4892-aeaa-812a9245e678,Chukwu Oladele,chukwu.oladele@student.fairview-school.ng,20260809_084552
student,7bb069fa-f76c-4692-90ab-a7f3a27834b3,Chukwu Oladele,chukwu.oladele@student.fairview-school.ng,20260809_084552
student,41845ebc-45f9-4b18-874f-d5bf728a4588,Chukwu Usman,chukwu.usman@student.fairview-school.ng,20260809_084552
student,15a93b23-6d2b-4bea-9430-55d1c32c80c4,David Adebanjo,david.adebanjo@student.fairview-school.ng,20260809_084552
student,d290eb02-5b47-4aab-b4e1-18f30dea70c1,David Adebanjo,david.adebanjo@student.fairview-school.ng,20260809_084552
student,ddfbf2d9-b8d9-4e67-875e-d346f17d8a22,David Adebanjo,david.adebanjo@student.fairview-school.ng,20260809_084552
student,c32887cf-3c96-402b-9ace-6e6afb4541cb,David Adomako,david.adomako@student.fairview-school.ng,20260809_084552
student,53933b89-d71b-414a-9539-c9b00f4bbbff,David Adomako,david.adomako@student.fairview-school.ng,20260809_084552
student,53639c1f-cdf3-48bc-9331-8ac7e363155c,David Ahmed,david.ahmed@student.fairview-school.ng,20260809_084552
student,f6f9a1de-5798-4391-9f2e-8f1b21806d6c,David Anyanwu,david.anyanwu@student.fairview-school.ng,20260809_084552
student,c241f18c-9f57-4b31-9e87-eb58a73a312e,David Anyanwu,david.anyanwu@student.fairview-school.ng,20260809_084552
student,8970daf6-d4e8-4bbc-af3f-2c3b4816de44,David Dada,david.dada@student.fairview-school.ng,20260809_084552
student,83615dc6-72dd-4326-b135-850e130b65cf,David Egbunike,david.egbunike@student.fairview-school.ng,20260809_084552
student,1c7db88e-a300-4300-af16-11ec139a9980,David Okafor,david.okafor@student.fairview-school.ng,20260809_084552
student,1993eefa-4592-4fdb-9187-10e08ea54754,David Okafor,david.okafor@student.fairview-school.ng,20260809_084552
student,038e4def-d3c2-4c2d-8c6f-c4f732d8b181,David Okonkwo,david.okonkwo@student.fairview-school.ng,20260809_084552
student,ed9e7924-33c1-4166-8412-9599a409a8d1,David Okoro,david.okoro@student.fairview-school.ng,20260809_084552
student,37294948-0ec7-41a0-b299-57ce58e7df74,David Okoro,david.okoro@student.fairview-school.ng,20260809_084552
student,b0149399-93c8-4e7f-a47e-c7a0a130fb36,David Usman,david.usman@student.fairview-school.ng,20260809_084552
student,696522f9-ab6b-4590-a891-5ef5f71e68d4,Diana Asante,diana.asante@student.fairview-school.ng,20260809_084552
student,3c8e5f45-d4df-4cd3-ab3d-c01bbe4ab58e,Diana Fasola,diana.fasola@student.fairview-school.ng,20260809_084552
student,0b71b253-cba6-4952-a66a-7632f9ef49c4,Diana Mensah,diana.mensah@student.fairview-school.ng,20260809_084552
student,210f72a6-e3b7-44a0-892f-0ca1f035ed5c,Diana Mensah,diana.mensah@student.fairview-school.ng,20260809_084552
student,31dbf296-c44a-4db0-a918-d726833f9a88,Diana Obi,diana.obi@student.fairview-school.ng,20260809_084552
student,e37b23af-d450-4315-97f1-6dcebdffeab1,Diana Obi,diana.obi@student.fairview-school.ng,20260809_084552
student,21f345a3-bfd4-4ea1-8666-95d6f0fce852,Diana Okoro,diana.okoro@student.fairview-school.ng,20260809_084552
student,7eb7f12e-9f34-448d-8bc6-cc87b21ba152,Diana Oladele,diana.oladele@student.fairview-school.ng,20260809_084552
student,c5fba541-867c-4a41-a0ad-8bdbaf4d2929,Emeka Asante,emeka.asante@student.fairview-school.ng,20260809_084552
student,857aa691-8cad-4b20-89d4-27cfb73796fd,Emeka Bamigboye,emeka.bamigboye@student.fairview-school.ng,20260809_084552
student,acda66f9-557d-4b9a-a341-b1bb04ef595f,Emeka Fasola,emeka.fasola@student.fairview-school.ng,20260809_084552
student,8c57c2a0-d2b4-478a-bb79-494ef4cab7d1,Emeka Mensah,emeka.mensah@student.fairview-school.ng,20260809_084552
student,931a8c9f-c273-4086-80e9-ab02a03a5df2,Emeka Obi,emeka.obi@student.fairview-school.ng,20260809_084552
student,627944c5-49d7-457b-bd96-aa91c8b09f93,Emeka Okafor,emeka.okafor@student.fairview-school.ng,20260809_084552
student,3460be2c-2626-46ba-b8fc-a012866bf1fc,Emeka Okonkwo,emeka.okonkwo@student.fairview-school.ng,20260809_084552
student,9cdd8a87-c4af-4b67-9ff7-1e7861a96e0a,Emeka Okonkwo,emeka.okonkwo@student.fairview-school.ng,20260809_084552
student,839b2f9f-66e2-4744-a708-2d46239b6c5d,Emeka Oladele,emeka.oladele@student.fairview-school.ng,20260809_084552
student,13a649ac-4fd4-4028-a331-32cfb3f4bbf2,Emeka Olagoke,emeka.olagoke@student.fairview-school.ng,20260809_084552
student,c114b39a-e659-49c1-81d7-3251b96e099f,Emeka Oluwaseun,emeka.oluwaseun@student.fairview-school.ng,20260809_084552
student,70e56983-13c5-44af-ad77-0019c7b798bc,Emeka Opoku,emeka.opoku@student.fairview-school.ng,20260809_084552
student,dcdb27be-6162-4f5a-b723-f77791263453,Emeka Usman,emeka.usman@student.fairview-school.ng,20260809_084552
student,a946777d-254c-4677-a8e1-f651e9619762,Esther Adebanjo,esther.adebanjo@student.fairview-school.ng,20260809_084552
student,7570669b-9709-4496-8342-d28a081d55b9,Esther Adebanjo,esther.adebanjo@student.fairview-school.ng,20260809_084552
student,4f3858bc-4fa6-4b7a-87eb-b38493eb2ad7,Esther Asante,esther.asante@student.fairview-school.ng,20260809_084552
student,3e839246-f136-4e95-bb9a-37268dbaa59f,Esther Asante,esther.asante@student.fairview-school.ng,20260809_084552
student,29e5130b-9076-4b5e-9cda-423abc7cd155,Esther Dada,esther.dada@student.fairview-school.ng,20260809_084552
student,3a610888-fabc-4dbd-84e4-cedab3b60b6c,Esther Okafor,esther.okafor@student.fairview-school.ng,20260809_084552
student,d76e103c-59bc-4eac-94cb-bdfb533b94d5,Esther Oladele,esther.oladele@student.fairview-school.ng,20260809_084552
student,0c298afd-a4d7-4bbc-8f06-b4087887f9a2,Femi Abioye,femi.abioye@student.fairview-school.ng,20260809_084552
student,85b8bef3-c54d-46cf-afd3-90137aaee50b,Femi Adebanjo,femi.adebanjo@student.fairview-school.ng,20260809_084552
student,4a3d5b21-52c3-4246-9d21-0499fb4f81a8,Femi Ahmed,femi.ahmed@student.fairview-school.ng,20260809_084552
student,327c5fba-4f95-4374-949b-50cf269b1f6c,Femi Anyanwu,femi.anyanwu@student.fairview-school.ng,20260809_084552
student,0b3d9cd7-29e4-4990-b8a7-066c058837ab,Femi Bamigboye,femi.bamigboye@student.fairview-school.ng,20260809_084552
student,12112070-1f26-49e6-8b54-ae0f9c87b5cb,Femi Egbunike,femi.egbunike@student.fairview-school.ng,20260809_084552
student,5bd72d60-bf50-410a-ab58-0f4f78a95f74,Femi Fasola,femi.fasola@student.fairview-school.ng,20260809_084552
student,903c9b34-4df5-468a-b078-f6631fa69962,Femi Ibrahim,femi.ibrahim@student.fairview-school.ng,20260809_084552
student,6c1391ef-ba84-4c5e-bcbd-5caccba608ae,Femi Mensah,femi.mensah@student.fairview-school.ng,20260809_084552
student,02b2a448-73ef-4154-aeed-80aa9aa95e6f,Femi Mohammed,femi.mohammed@student.fairview-school.ng,20260809_084552
student,08b89269-2a88-48a6-8d6c-6f8cd1ce1328,Femi Obi,femi.obi@student.fairview-school.ng,20260809_084552
student,c1c0b48e-7e6b-41b0-b42e-87b661bcf3d0,Femi Okafor,femi.okafor@student.fairview-school.ng,20260809_084552
student,c939e4a9-235f-4bcc-b2e3-b72ab4129e83,Femi Okonkwo,femi.okonkwo@student.fairview-school.ng,20260809_084552
student,e17119b5-1697-41a5-b25e-6518f794dcd0,Femi Usman,femi.usman@student.fairview-school.ng,20260809_084552
student,961a3dde-5f63-4ccd-a94e-e1291a4e12e7,Folake Abioye,folake.abioye@student.fairview-school.ng,20260809_084552
student,1c4ff5a7-285e-43c3-9c8f-8b9b76be4c6c,Folake Dada,folake.dada@student.fairview-school.ng,20260809_084552
student,066ec4cc-a49f-4f74-8ed9-3b9584fbb2c4,Folake Hassan,folake.hassan@student.fairview-school.ng,20260809_084552
student,dced69cc-43de-43bf-b4c7-9a6d77c63ad3,Folake Obi,folake.obi@student.fairview-school.ng,20260809_084552
student,46763075-e6ca-4ac8-8a87-327a95e4225d,Folake Oladele,folake.oladele@student.fairview-school.ng,20260809_084552
student,cedb59cb-fd6c-41f7-b17b-5c628e08e5c1,Godwin Adebanjo,godwin.adebanjo@student.fairview-school.ng,20260809_084552
student,ffc7bd0d-0c06-47b4-98f9-a1645dab2e1f,Godwin Adebanjo,godwin.adebanjo@student.fairview-school.ng,20260809_084552
student,b4aff694-d0a9-42f4-963e-c944abb3a569,Godwin Adebanjo,godwin.adebanjo@student.fairview-school.ng,20260809_084552
student,7155ba1c-bd76-4aef-93da-bc5b27525554,Godwin Agbaje,godwin.agbaje@student.fairview-school.ng,20260809_084552
student,171b227e-22ed-43d5-9992-09cbe2a85b3d,Godwin Ahmed,godwin.ahmed@student.fairview-school.ng,20260809_084552
student,776dda79-8dc0-4264-89a1-b9dcb13758f2,Godwin Anyanwu,godwin.anyanwu@student.fairview-school.ng,20260809_084552
student,79247894-2b57-45cc-8317-17397fcd9545,Godwin Bamigboye,godwin.bamigboye@student.fairview-school.ng,20260809_084552
student,3892bdd9-badd-43c3-be83-6211d919c674,Godwin Bamigboye,godwin.bamigboye@student.fairview-school.ng,20260809_084552
student,9ec60098-c9ad-4d4a-b370-3c8f6490cbd0,Godwin Egbunike,godwin.egbunike@student.fairview-school.ng,20260809_084552
student,efc6870b-511a-411e-b783-cb24d3d695d2,Godwin Fasola,godwin.fasola@student.fairview-school.ng,20260809_084552
student,73b80dce-1d43-4de3-a2e7-9ecb18bcd14d,Godwin Mohammed,godwin.mohammed@student.fairview-school.ng,20260809_084552
student,0055cf31-066a-4dfb-8036-e04dedc86af1,Godwin Obi,godwin.obi@student.fairview-school.ng,20260809_084552
student,d761f876-245c-492b-935f-ed41879c7387,Godwin Oladele,godwin.oladele@student.fairview-school.ng,20260809_084552
student,33152a44-41df-4d50-b310-5cbcc64b0548,Godwin Olagoke,godwin.olagoke@student.fairview-school.ng,20260809_084552
student,50f8d27b-c417-4dbe-bcdf-c6da17d77e3a,Godwin Oluwaseun,godwin.oluwaseun@student.fairview-school.ng,20260809_084552
student,6cd6bb37-e7a9-454b-9f12-4ac046307ce8,Godwin Opoku,godwin.opoku@student.fairview-school.ng,20260809_084552
student,1f99e714-1308-48d3-95bb-dca4526df58b,Godwin Usman,godwin.usman@student.fairview-school.ng,20260809_084552
student,c218d85b-bff1-4917-b111-94a0195f28a0,Godwin Usman,godwin.usman@student.fairview-school.ng,20260809_084552
student,47734403-1659-4352-9aad-27d3676f421f,Grace Adebanjo,grace.adebanjo@student.fairview-school.ng,20260809_084552
student,8d1b0fff-dd3e-4b09-8d4f-25b81534b87b,Grace Adomako,grace.adomako@student.fairview-school.ng,20260809_084552
student,e9b41576-15fb-4946-8934-fb692c7b467a,Grace Ahmed,grace.ahmed@student.fairview-school.ng,20260809_084552
student,c65d7284-4dea-4f08-87fc-14b82867cdfc,Grace Ahmed,grace.ahmed@student.fairview-school.ng,20260809_084552
student,315d01a4-c5f9-4857-a764-86525608807a,Grace Bamigboye,grace.bamigboye@student.fairview-school.ng,20260809_084552
student,56d181fa-1033-4bf4-99c3-14823ccd98c2,Grace Bamigboye,grace.bamigboye@student.fairview-school.ng,20260809_084552
student,d0b8cd6a-3404-46d5-96f4-ffc75a7836c4,Grace Bamigboye,grace.bamigboye@student.fairview-school.ng,20260809_084552
student,831b3ca1-0cad-4c7c-8add-5861b58f4c4e,Grace Bello,grace.bello@student.fairview-school.ng,20260809_084552
student,a2044d2c-6238-41bb-a0a2-2db33386f76d,Grace Fasola,grace.fasola@student.fairview-school.ng,20260809_084552
student,ca7f9919-25aa-4516-8b7b-be9056ac4a30,Grace Hassan,grace.hassan@student.fairview-school.ng,20260809_084552
student,7921292b-5e93-4f41-8591-772969c2f86a,Grace Mensah,grace.mensah@student.fairview-school.ng,20260809_084552
student,639ca9fe-d2c0-41ec-aac2-2316ecb4647a,Grace Mohammed,grace.mohammed@student.fairview-school.ng,20260809_084552
student,917b21d1-d8e1-4740-9e6b-0c98d6f7e40b,Grace Okonkwo,grace.okonkwo@student.fairview-school.ng,20260809_084552
student,843831a5-15e8-4457-9e92-fa8a3989ee8a,Grace Oladele,grace.oladele@student.fairview-school.ng,20260809_084552
student,e077c8a8-f474-4c08-890b-5006d04a0d03,Grace Opoku,grace.opoku@student.fairview-school.ng,20260809_084552
student,79e234dc-84ce-4940-bdae-924d15efff7f,Grace Opoku,grace.opoku@student.fairview-school.ng,20260809_084552
student,4b6cd46b-2388-4d92-8568-52ef1e0e6a80,Grace Usman,grace.usman@student.fairview-school.ng,20260809_084552
student,bd277620-5b1d-484a-8029-78cdd9b105ad,Hannah Anyanwu,hannah.anyanwu@student.fairview-school.ng,20260809_084552
student,ab116a5c-d22f-46f0-b1a3-dbe031395e4e,Hannah Ndiaye,hannah.ndiaye@student.fairview-school.ng,20260809_084552
student,44c9016e-7a74-48f1-9e47-98bc1214ea6a,Hannah Okonkwo,hannah.okonkwo@student.fairview-school.ng,20260809_084552
student,915ed0e5-8754-4d86-9f81-72c81162fee2,Ibrahim Adebanjo,ibrahim.adebanjo@student.fairview-school.ng,20260809_084552
student,07224cfd-479d-4065-ae54-56d160f69245,Ibrahim Adomako,ibrahim.adomako@student.fairview-school.ng,20260809_084552
student,84c62e59-ff2b-443b-bb17-3236dd5712ae,Ibrahim Ahmed,ibrahim.ahmed@student.fairview-school.ng,20260809_084552
student,87d0f253-8b44-4344-bb67-e85c6a6d3270,Ibrahim Egbunike,ibrahim.egbunike@student.fairview-school.ng,20260809_084552
student,6c5bb086-d870-48f1-b88b-91780bcde4e4,Ibrahim Egbunike,ibrahim.egbunike@student.fairview-school.ng,20260809_084552
student,dd39825d-a26c-4055-9aac-6fa1f1bd4e2a,Ibrahim Mohammed,ibrahim.mohammed@student.fairview-school.ng,20260809_084552
student,240152c2-3def-4fdc-920d-95375ad98994,Ibrahim Okonkwo,ibrahim.okonkwo@student.fairview-school.ng,20260809_084552
student,892c8a17-bb0a-41eb-87c1-98ec5d7ee505,Ibrahim Okoro,ibrahim.okoro@student.fairview-school.ng,20260809_084552
student,f99d66b4-8b1a-4fe2-9138-94d8e736011c,Ibrahim Oladele,ibrahim.oladele@student.fairview-school.ng,20260809_084552
student,285e3432-afca-42a5-8467-acbbe45a23f7,Ibrahim Oluwaseun,ibrahim.oluwaseun@student.fairview-school.ng,20260809_084552
student,980aa327-a48c-4c11-9e63-2d033bf1c96b,Ibrahim Usman,ibrahim.usman@student.fairview-school.ng,20260809_084552
student,b921e548-ee0d-4871-be9c-c61ea3d56b24,Ifeoma Adomako,ifeoma.adomako@student.fairview-school.ng,20260809_084552
student,25e3e6ea-1299-4bb0-be86-97045f80b412,Ifeoma Agbaje,ifeoma.agbaje@student.fairview-school.ng,20260809_084552
student,7118c3b7-0e88-485d-86a1-21fc86992e4c,Ifeoma Asante,ifeoma.asante@student.fairview-school.ng,20260809_084552
student,93fba085-f6ac-4209-a7e6-d87093f73701,Ifeoma Asante,ifeoma.asante@student.fairview-school.ng,20260809_084552
student,97bb8be7-fedd-4c70-93a4-dbc2ed6a9915,Ifeoma Dada,ifeoma.dada@student.fairview-school.ng,20260809_084552
student,b5d38c1d-f32c-44d0-8a6d-bf3c648fdb6e,Ifeoma Egbunike,ifeoma.egbunike@student.fairview-school.ng,20260809_084552
student,2639eb86-9663-4eb2-883c-af525a1b2fc2,Ifeoma Hassan,ifeoma.hassan@student.fairview-school.ng,20260809_084552
student,f448c74a-4c18-4d70-b0df-dbf8102ab2a8,Ifeoma Ibrahim,ifeoma.ibrahim@student.fairview-school.ng,20260809_084552
student,786be587-600c-484c-ad3f-4d2f7fefea23,Ifeoma Mohammed,ifeoma.mohammed@student.fairview-school.ng,20260809_084552
student,6c6f33b4-77b0-4b43-bc51-d024e230d668,Ifeoma Mohammed,ifeoma.mohammed@student.fairview-school.ng,20260809_084552
student,889bbd5c-f456-42e3-abfb-fbf5278d442c,Ifeoma Obi,ifeoma.obi@student.fairview-school.ng,20260809_084552
student,b60519be-d9a5-43e6-906f-630a0fc40387,Ifeoma Olagoke,ifeoma.olagoke@student.fairview-school.ng,20260809_084552
student,de3a217a-00eb-4117-b632-690a73b887d3,Ifeoma Olagoke,ifeoma.olagoke@student.fairview-school.ng,20260809_084552
student,ef2d25b2-5ebb-41ae-a637-e3c43654e407,Ifeoma Usman,ifeoma.usman@student.fairview-school.ng,20260809_084552
student,c5ee3a59-0bbe-4ba0-b404-cfdc3da0271c,Jamal Adeyemi,jamal.adeyemi@student.fairview-school.ng,20260809_084552
student,ee8702c0-eb80-4878-9164-18d7a4751767,Jamal Agbaje,jamal.agbaje@student.fairview-school.ng,20260809_084552
student,ed949881-b800-4b8d-a0c2-ef0386a8d384,Jamal Ahmed,jamal.ahmed@student.fairview-school.ng,20260809_084552
student,8d1851d3-b893-4485-93d2-30975ea62fcd,Jamal Ahmed,jamal.ahmed@student.fairview-school.ng,20260809_084552
student,5776d509-b6ec-4e8e-9384-c7ecbaf6389c,Jamal Mensah,jamal.mensah@student.fairview-school.ng,20260809_084552
student,fad28221-5f9e-4fc5-9cdd-f8a4e573bdf6,Jamal Mohammed,jamal.mohammed@student.fairview-school.ng,20260809_084552
student,65d783fe-19dc-4b1b-965e-76224676905b,Jamal Mohammed,jamal.mohammed@student.fairview-school.ng,20260809_084552
student,2300a28b-1e7b-4279-adc5-71504b19a671,Jamal Okafor,jamal.okafor@student.fairview-school.ng,20260809_084552
student,437b2f37-13a9-46e8-bac8-258e1bf1900c,Jamal Olagoke,jamal.olagoke@student.fairview-school.ng,20260809_084552
student,c5d544cd-6bf1-4123-bfed-de14d44c6fc3,Jamal Opoku,jamal.opoku@student.fairview-school.ng,20260809_084552
student,b7d6ff3c-1f4f-464f-8dbc-a84ff3c6e717,Jumoke Adebanjo,jumoke.adebanjo@student.fairview-school.ng,20260809_084552
student,bd68ff4d-bcdf-455a-b984-14e5052f692b,Jumoke Agbaje,jumoke.agbaje@student.fairview-school.ng,20260809_084552
student,55f0a4ad-adce-403e-82c7-7ec5831273fc,Jumoke Anyanwu,jumoke.anyanwu@student.fairview-school.ng,20260809_084552
student,a8a6cc01-cbbd-4f3c-9d74-3696852377d3,Jumoke Asante,jumoke.asante@student.fairview-school.ng,20260809_084552
student,0a3b05b7-4f70-4747-8350-21ae6d3a8a4f,Jumoke Asante,jumoke.asante@student.fairview-school.ng,20260809_084552
student,d9a4748d-ce76-4a1a-936b-eb70cb823b9a,Jumoke Hassan,jumoke.hassan@student.fairview-school.ng,20260809_084552
student,a597104d-212f-4765-990b-d5daaf4d212b,Jumoke Okoro,jumoke.okoro@student.fairview-school.ng,20260809_084552
student,d76d0b83-bb52-496b-9807-5f03597d2076,Kamara Adebanjo,kamara.adebanjo@student.fairview-school.ng,20260809_084552
student,4ad7ab1a-1a1e-4139-b4a6-448086f8529c,Kamara Adebanjo,kamara.adebanjo@student.fairview-school.ng,20260809_084552
student,1f89b460-3c08-4887-aaa2-4b77803a7377,Kamara Adeyemi,kamara.adeyemi@student.fairview-school.ng,20260809_084552
student,cd36c413-007a-4532-aca3-3837f581c7ca,Kamara Adomako,kamara.adomako@student.fairview-school.ng,20260809_084552
student,7a02c0ae-e8f6-46fa-881b-a351c0d4a21f,Kamara Adomako,kamara.adomako@student.fairview-school.ng,20260809_084552
student,1042546c-f3e3-4aba-b55f-0ae7989525d3,Kamara Asante,kamara.asante@student.fairview-school.ng,20260809_084552
student,e30ba2be-95be-4635-b17e-9cda1bb6770d,Kamara Bamigboye,kamara.bamigboye@student.fairview-school.ng,20260809_084552
student,dcc8ec5f-9484-4190-b1ac-01845a07601e,Kamara Egbunike,kamara.egbunike@student.fairview-school.ng,20260809_084552
student,5d643fed-4e90-4d22-a9c7-5805a1eb19d0,Kamara Egbunike,kamara.egbunike@student.fairview-school.ng,20260809_084552
student,ee26176b-0194-47d8-a65a-ab3f74e86bc2,Kamara Fasola,kamara.fasola@student.fairview-school.ng,20260809_084552
student,d68dfada-8ee4-465f-a200-b8807fd6efdd,Kamara Hassan,kamara.hassan@student.fairview-school.ng,20260809_084552
