student_id,email,temp_password
FSN-0024,ngozi.danjuma0024@fairviewschoolng.com,KbveahoREQ7jMyI7epjjGA
FSN-0025,blessing.ojo0025@fairviewschoolng.com,MaFEG3M0B61WX5sZPN0DCw
FSN-0026,suleiman.okoro0026@fairviewschoolng.com,rTyXI46GXK5lOdY41m_JCg
FSN-0027,kunle.ogunleye0027@fairviewschoolng.com,FY5fU9uEpobU5l054fBrEg
FSN-0028,adaeze.chukwuemeka0028@fairviewschoolng.com,Eup0wrAnf0ew0s04wQc6Gg
FSN-0029,musa.bakare0029@fairviewschoolng.com,Khiee_JplBuAtz63sPEctQ
FSN-0030,femi.bakare0030@fairviewschoolng.com,ZRPO5YswcO3t9bIIwIX14w
FSN-0031,musa.yusuf0031@fairviewschoolng.com,GJ8n0mYZ1AUTJASh43YPPQ
FSN-0032,blessing.eze0032@fairviewschoolng.com,R1kyyk8dG8tJ8Mvz7EDA4A
FSN-0033,ngozi.nwosu0033@fairviewschoolng.com,AWBiQS58AB_BLENqUH4N6g
FSN-0034,aisha.lawal0034@fairviewschoolng.com,-W8YSCjsKMKPcAjLsYzRWQ
FSN-0035,fatima.adebayo0035@fairviewschoolng.com,Txn-Be2NZPz5nuG6l4YG_A
FSN-0036,femi.okoro0036@fairviewschoolng.com,AXmvhRKCD_EYreWVoYmaBw
FSN-0037,ndidi.nnamdi0037@fairviewschoolng.com,Rh1JrF26CfE0ZOmpoUu8Vg
FSN-0038,chidinma.suleiman0038@fairviewschoolng.com,6WqJ7yhZ419vu5P1CogiyQ
FSN-0039,chibuike.ibrahim0039@fairviewschoolng.com,VH8iHodsSMjiocSnW676kw
FSN-0040,emeka.ezenwa0040@fairviewschoolng.com,Vuex6EuTbkwPMAxhbKsGtw
FSN-0041,ibrahim.nwosu0041@fairviewschoolng.com,SfkNEdMzir8FjqWWp3nTVg
FSN-0042,uche.ojo0042@fairviewschoolng.com,evYnBnBbuHPBdnC8YIiqXQ
FSN-0043,damilare.yusuf0043@fairviewschoolng.com,mmZ2ApGBTYCnkglcAzn02Q
FSN-0044,nkechi.adebayo0044@fairviewschoolng.com,qqHUKb50KxDrM6-4YGY9yA
FSN-0045,yakubu.danjuma0045@fairviewschoolng.com,uFSt7qfXYjB91vtsuPqmXw
FSN-0046,funke.uzoma0046@fairviewschoolng.com,WnTzfRe9e8PW3P7DaRQMxA
FSN-0047,zainab.bello0047@fairviewschoolng.com,pWMSHWfdYEKb1wKnrbhayA
FSN-0048,amaka.okoro0048@fairviewschoolng.com,LM0gubjbQmDURp-aAMS6-w
FSN-0049,nkechi.sani0049@fairviewschoolng.com,EB82a9lfs7rrKV_IhGxxBg
FSN-0050,chibuike.chukwuemeka0050@fairviewschoolng.com,-En3y2rdOUtZWko87w6YsQ
FSN-0051,chukwudi.bakare0051@fairviewschoolng.com,dU14JP49dI7XpbqIWaIQxw
FSN-0052,ibrahim.okafor0052@fairviewschoolng.com,Phhfn-AToz0whHqeZWBzJQ
FSN-0053,suleiman.sani0053@fairviewschoolng.com,8979_r6Rft9rtUPxhN8Uqg
FSN-0054,ikenna.musa0054@fairviewschoolng.com,RNyT-HIgadseuy9BcW_3wA
FSN-0055,amaka.uzoma0055@fairviewschoolng.com,h6msJoFI0GRXyEyducimiw
FSN-0056,bimpe.suleiman0056@fairviewschoolng.com,WqmRPsCM-OOE7rWPVu6Duw
FSN-0057,femi.lawal0057@fairviewschoolng.com,HtfuY7_-VMwqIyj-7j2tqA
FSN-0058,tunde.okoro0058@fairviewschoolng.com,K4JmIrvkZRsfqNvb5kPHLg
FSN-0059,blessing.sani0059@fairviewschoolng.com,SnRdYc_g3y8MxZ0panGwRA
FSN-0060,ibrahim.danjuma0060@fairviewschoolng.com,KVXJTsnP4P0mwvaJkk7dGA
FSN-0061,yetunde.bello0061@fairviewschoolng.com,DGGmfXm1EODLWJcRUIJunw
FSN-0062,nkechi.ezenwa0062@fairviewschoolng.com,2aDe1K23OmL8Kf76hpgmUg
FSN-0063,ngozi.chukwuemeka0063@fairviewschoolng.com,fqe5ZOysalBypHovzWUdKA
FSN-0064,chukwudi.yusuf0064@fairviewschoolng.com,RRZAZgcWIOiWYp4GLS4jXQ
FSN-0065,ronke.lawal0065@fairviewschoolng.com,c7-sX6BryjCsW_ueLbqXgA
FSN-0066,grace.suleiman0066@fairviewschoolng.com,lMFF7Le14b0DyuocQLHlEQ
FSN-0067,tunde.musa0067@fairviewschoolng.com,-3Z070E5hgXomDoJQrQlFw
FSN-0068,olumide.balogun0068@fairviewschoolng.com,gy76U4xyJaM6HclPCOAdRA
FSN-0069,olumide.suleiman0069@fairviewschoolng.com,vnj3zb9N5yjE7lecDmcC8Q
FSN-0070,tunde.adeleke0070@fairviewschoolng.com,wnGB4s_hXaFu1RR4So0kow
FSN-0071,femi.adeyemi0071@fairviewschoolng.com,8b7TJMI7hbmhnvnArFFNcw
FSN-0072,musa.adeyemi0072@fairviewschoolng.com,3XLmg8HynkQ3U-ukeFxLtQ
FSN-0073,obinna.danjuma0073@fairviewschoolng.com,E2OE0eGZyYJhjpVruAPmiA
FSN-0074,ngozi.balogun0074@fairviewschoolng.com,PFYU4vtFYGQcdaqi1wdEHQ
FSN-0075,olumide.abubakar0075@fairviewschoolng.com,qhuzSrUPHOPKdK4EwNGvfw
FSN-0076,chiamaka.umeh0076@fairviewschoolng.com,cAx0Jc1qK-IUWs89lofP3g
FSN-0077,zainab.eze0077@fairviewschoolng.com,-G6FewQkIwQoBKk4_S239g
FSN-0078,yakubu.danjuma0078@fairviewschoolng.com,XrO_mFCDecvOazpQU-M_Cw
FSN-0079,chidinma.nnamdi0079@fairviewschoolng.com,cu9YuDHdk8BjJ_1RPhuwgA
FSN-0080,ronke.ezenwa0080@fairviewschoolng.com,2Y2suWZI_sbUbk-vNgtWhQ
FSN-0081,yakubu.nwachukwu0081@fairviewschoolng.com,Lyi_gwf67gf0yaHvufScQA
FSN-0082,funke.umeh0082@fairviewschoolng.com,V0rVfJvnm9S8-KNQUYIcfw
FSN-0083,femi.eze0083@fairviewschoolng.com,8JwjM-XDr97OAVrM-AxJLQ
FSN-0084,suleiman.ogunleye0084@fairviewschoolng.com,E1VWtCRlEno1sFDbdddF7w
FSN-0085,uche.bello0085@fairviewschoolng.com,skkg1tt101SzLrbNPdzlnw
FSN-0086,ronke.suleiman0086@fairviewschoolng.com,s7t1DvoYmG3omY7QOsX4Ug
FSN-0087,kelechi.umeh0087@fairviewschoolng.com,8qgNuDOiGbP2V3EDmXZe7g
FSN-0088,emeka.nwosu0088@fairviewschoolng.com,w7on7T-mtT_N8_N4w0fsiw
FSN-0089,tunde.chukwuemeka0089@fairviewschoolng.com,zi4JljIWw1dLhejm-V-WpQ
FSN-0090,kunle.nnamdi0090@fairviewschoolng.com,VcXtFcCxjpy7s5wCdv2tag
FSN-0091,adaora.eze0091@fairviewschoolng.com,hFo9DEMsQg4OaBlBACVCBg
FSN-0092,ifeoma.bello0092@fairviewschoolng.com,yqufOtO3GqdDB41eQe-wXg
FSN-0093,amaka.yusuf0093@fairviewschoolng.com,35fOAoDNQFgWI9Ixz4mJIA
FSN-0094,ronke.chukwu0094@fairviewschoolng.com,J9b2ESLWPBUly0iQ-RxCeA
FSN-0095,yetunde.danjuma0095@fairviewschoolng.com,GJ-4f76Vhotg0U4aYNBong
FSN-0096,fatima.eze0096@fairviewschoolng.com,fKZOY1wKbmGOg9Dtjf_42g
FSN-0097,ngozi.nwachukwu0097@fairviewschoolng.com,bpKPdDb_HlC-Jb1JVD_4kA
FSN-0098,musa.nwachukwu0098@fairviewschoolng.com,Ds4vVWblMZhMji1rBIW2PQ
FSN-0099,olumide.ibrahim0099@fairviewschoolng.com,mjsVvM9YEeUnL-k2hTZ2HA
FSN-0100,emeka.okonkwo0100@fairviewschoolng.com,1GbIaNGiILDeJYLqHE8tow
FSN-0101,kunle.adeyemi0101@fairviewschoolng.com,bkwpHw0d07O6k4GXCmPYXA
FSN-0102,femi.yusuf0102@fairviewschoolng.com,rePdNwMHwVpsoLInUgk_aw
FSN-0103,olumide.suleiman0103@fairviewschoolng.com,ByPuoPp3CflaDRTAaiGy-A
FSN-0104,ikenna.adeyemi0104@fairviewschoolng.com,N4fGon7sXYZaouY-A235dQ
FSN-0105,ndidi.abubakar0105@fairviewschoolng.com,eUgRe7QnvRsTAMAhIU2XfQ
FSN-0106,adaeze.eze0106@fairviewschoolng.com,_a20XEEsCx4k1GT2ULyWXQ
FSN-0107,chiamaka.adebayo0107@fairviewschoolng.com,kLUJr9WxFIHh5t-E9pd_eA
FSN-0108,fatima.danjuma0108@fairviewschoolng.com,YQt3pFWCR90N-y-Gm7JDKg
FSN-0109,ronke.musa0109@fairviewschoolng.com,aezluXm8AqHWbFh9PwoXyQ
FSN-0110,chinedu.ogunleye0110@fairviewschoolng.com,ooC1j6d2VOMwKETuG99WLg
FSN-0111,tunde.balogun0111@fairviewschoolng.com,Gj3gJMUt0W8weQ6yhnSFXQ
FSN-0112,chibuike.adebayo0112@fairviewschoolng.com,BlJtaIo0kW8_cicMAO4NsA
FSN-0113,aliyu.lawal0113@fairviewschoolng.com,NXvFo1H12SU3YxXzQ37_uw
FSN-0114,femi.okafor0114@fairviewschoolng.com,9zKGP70F0W_KiTvNJ3Llrg
FSN-0115,halima.ogunleye0115@fairviewschoolng.com,u3w35Ozw93HO2QsfGQePRA
FSN-0116,rukayat.umeh0116@fairviewschoolng.com,t9sOdEBxH8WnrWARS7tqzQ
FSN-0117,suleiman.chukwu0117@fairviewschoolng.com,3CmDFkAlH88zwJXf2d9-6A
FSN-0118,ibrahim.adebayo0118@fairviewschoolng.com,fgOi68k-79Ff2_UOo-0sCg
FSN-0119,yakubu.okoro0119@fairviewschoolng.com,bhFUdh5MJ4vGE8CnA2Tbhw
FSN-0120,obinna.chukwu0120@fairviewschoolng.com,xHup9FKHjVT1TEmbcvETgA
FSN-0121,musa.eze0121@fairviewschoolng.com,mHZvAugJFmsIbyhweJNlQQ
FSN-0122,nkechi.ibrahim0122@fairviewschoolng.com,YiAoOpzZsKEWWn-RC9bzgA
FSN-0123,ifeoma.adeyemi0123@fairviewschoolng.com,G2EuO8l591F5wAyH6UrSYw
FSN-0124,adaeze.nwachukwu0124@fairviewschoolng.com,2ES0UAuR9h3h-i-l0_FSSw
FSN-0125,musa.sani0125@fairviewschoolng.com,PQnD5UcOoJBHRoM8jnXLrA
FSN-0126,obinna.bello0126@fairviewschoolng.com,CuCpSj4wVvIYyUZ19OTtIg
FSN-0127,yetunde.adeleke0127@fairviewschoolng.com,tfDXkctFcm--H0xdEdCQPg
FSN-0128,yetunde.okeke0128@fairviewschoolng.com,P4hugLwRo7-WToKaMqwKKw
FSN-0129,tunde.lawal0129@fairviewschoolng.com,d3qwudIqTTz6AT-SDw6olA
FSN-0130,suleiman.nwachukwu0130@fairviewschoolng.com,teZXUTEuDqUwrlQGMzg81A
FSN-0131,ndidi.balogun0131@fairviewschoolng.com,jvWN8BBc7qOMWIBOBFQz_w
FSN-0132,uche.obi0132@fairviewschoolng.com,TmNLf5bRz8hC7BXd9uxAvw
FSN-0133,chukwudi.okafor0133@fairviewschoolng.com,hqbAN-1Hz21rb0XRcTlz9g
FSN-0134,aliyu.eze0134@fairviewschoolng.com,4mkZnKlvILlwkSjvwA_E7w
FSN-0135,yakubu.okafor0135@fairviewschoolng.com,W4EmUXxCDRgiKZUsHuMRSw
FSN-0136,rukayat.okoro0136@fairviewschoolng.com,2SPgDvtCc2O1msPWiWm7Pw
FSN-0137,femi.ezenwa0137@fairviewschoolng.com,CqI52r01URI_Lz8FtlfR3w
FSN-0138,kunle.lawal0138@fairviewschoolng.com,qJpwIEcKBlXfpkNKg07HIA
FSN-0139,amaka.bello0139@fairviewschoolng.com,ZzlIAAdplLhIc9oVMpan6g
FSN-0140,zainab.umeh0140@fairviewschoolng.com,Wvz2ayeqKmszBA1lKEOqtg
FSN-0141,obinna.bello0141@fairviewschoolng.com,oJVO4BQNNm-_sRlRaWKXKQ
FSN-0142,damilare.ezenwa0142@fairviewschoolng.com,hV8uGgE8zXy_kQEreUc1yQ
FSN-0143,ayodele.suleiman0143@fairviewschoolng.com,HgE1MfWgOiKW9qP73rTiFg
FSN-0144,kelechi.okafor0144@fairviewschoolng.com,MjOZxzp48ZHDjJ3YnOgoQA
FSN-0145,chiamaka.suleiman0145@fairviewschoolng.com,Orj1Ane-V9MMrTJjvEbX6g
FSN-0146,segun.yusuf0146@fairviewschoolng.com,8v6oVFN8pQY2VNgmLa5j2Q
FSN-0147,adaeze.ezenwa0147@fairviewschoolng.com,Tzhaho9dkiNafpjN-Riayw
FSN-0148,obinna.okafor0148@fairviewschoolng.com,AQ9ZFi3F_8gH-Dyf83tNUQ
FSN-0149,yetunde.musa0149@fairviewschoolng.com,t2hGlf6bdbFhaWWNDy4IvQ
FSN-0150,yakubu.lawal0150@fairviewschoolng.com,kdp2r3UVR_byJjqW6US7kw
FSN-0151,halima.abubakar0151@fairviewschoolng.com,5YVKPZ0pAMLL72BJXffcOg
FSN-0152,ifeoma.uzoma0152@fairviewschoolng.com,oxUXHRpFmzteYAISjN5Q-w
FSN-0153,chidinma.okoro0153@fairviewschoolng.com,-qTi-vP6lPACr3W8TH4XFg
FSN-0154,zainab.ojo0154@fairviewschoolng.com,EMdLgPxIfWY5raa30lyMHw
FSN-0155,damilare.lawal0155@fairviewschoolng.com,AezQnaAEX0co_5ROF7xwjA
FSN-0156,obinna.nwachukwu0156@fairviewschoolng.com,BrwdPywjCVFXud1F6cJF7w
FSN-0157,amaka.okonkwo0157@fairviewschoolng.com,fQ0ms8EncYNO9xN-Ig9feg
FSN-0158,aliyu.nnamdi0158@fairviewschoolng.com,tQpfF13bViR7M_XZeFiUzw
FSN-0159,musa.ojo0159@fairviewschoolng.com,2nfAUZpM8VzRzHkCtIRMRw
FSN-0160,grace.okoro0160@fairviewschoolng.com,l69tnMWxfJy7HrHqCYcbEQ
FSN-0161,nkechi.chukwu0161@fairviewschoolng.com,yIy4vgo514dhlonOJ1F6YQ
FSN-0162,funke.yusuf0162@fairviewschoolng.com,DJp78sq8FAtPbUlY8D1CEg
FSN-0163,yetunde.obi0163@fairviewschoolng.com,gw6mPT64E_FNN_jefmRggg
FSN-0164,uche.danjuma0164@fairviewschoolng.com,v_ycmNScxBJhDEoURof9ug
FSN-0165,halima.ojo0165@fairviewschoolng.com,fIjE70440lYswd5euo_KYg
FSN-0166,aisha.balogun0166@fairviewschoolng.com,44CmBV71ODzQ35tCRUqD2w
FSN-0167,chukwudi.chukwu0167@fairviewschoolng.com,Ayw2IE-s3A4c0EACQpXdjw
FSN-0168,uche.umeh0168@fairviewschoolng.com,_gm8yCz0dZfYahwJ-NcBDw
FSN-0169,ronke.ogunleye0169@fairviewschoolng.com,CPuLikzsMd2ajZr8qP-0RA
FSN-0170,ngozi.okonkwo0170@fairviewschoolng.com,luOaXZFuSuKHYjRGVd5Qaw
FSN-0171,halima.danjuma0171@fairviewschoolng.com,oYDsv9Jt0OKCaRkRUyPKLg
FSN-0172,chukwudi.okonkwo0172@fairviewschoolng.com,BQ3laJUKv7n66xVvWQHglw
FSN-0173,blessing.bakare0173@fairviewschoolng.com,WFWmtRThqZNiGqMpSIKxrA
FSN-0174,chukwudi.suleiman0174@fairviewschoolng.com,qnzSdpfQDqLuTiyfLp90YA
FSN-0175,ibrahim.okeke0175@fairviewschoolng.com,CCXlym-1pOKjkARqSxOasA
FSN-0176,femi.ibrahim0176@fairviewschoolng.com,Vh-Ntq5TS6XRk3fXODe6ig
FSN-0177,kelechi.nnamdi0177@fairviewschoolng.com,wAV85rIauSMcT63CoMk8Xw
FSN-0178,damilare.ibrahim0178@fairviewschoolng.com,hmJQRBscOfafoRRxNVGYQg
FSN-0179,chiamaka.obi0179@fairviewschoolng.com,DLO-93Sg0uF2288HLnWzxw
FSN-0180,yakubu.sani0180@fairviewschoolng.com,WCppoooEZMk_qBjbKge76g
FSN-0181,chiamaka.bello0181@fairviewschoolng.com,x3r21KkKBmdywVBFLVOJrg
FSN-0182,ifeoma.balogun0182@fairviewschoolng.com,2WLGYEvNz_6SrcHRUCIlcQ
FSN-0183,yakubu.ogunleye0183@fairviewschoolng.com,87vQnmMPI8smsgZCLMTIRQ
FSN-0184,kelechi.danjuma0184@fairviewschoolng.com,2BPufgFDjH5M_0bofWaxGw
FSN-0185,ronke.ojo0185@fairviewschoolng.com,HhS2HmPgcUJ0dqEQWjAWSA
FSN-0186,yetunde.ogunleye0186@fairviewschoolng.com,rSdIjLdQINxwTKW0BPgk2Q
FSN-0187,ayodele.ogunleye0187@fairviewschoolng.com,k5LdCAl7owxifdfcZ1h7Lg
FSN-0188,chiamaka.bakare0188@fairviewschoolng.com,fXQXg4dmhKTZeCTJQrwrWw
FSN-0189,nkechi.ibrahim0189@fairviewschoolng.com,wrfZNhH9xGVCBJMo7NeDsg
FSN-0190,obinna.ogunleye0190@fairviewschoolng.com,JpIdAgNLrkHUvEaxR3RDBg
FSN-0191,chukwudi.suleiman0191@fairviewschoolng.com,k-NAbvjm2rbf1UbOdB-pJw
FSN-0192,funke.musa0192@fairviewschoolng.com,e2ELy-2znoyWd-kR3yO6PQ
FSN-0193,ibrahim.obi0193@fairviewschoolng.com,yWf6SdXPpMGfYTt2cd4FEQ
FSN-0194,damilare.adeleke0194@fairviewschoolng.com,I2oI3DU9XShLT3oqonXmZw
FSN-0195,segun.adeyemi0195@fairviewschoolng.com,j2z1ChDpBHjPi5WwKEQyyA
FSN-0196,zainab.musa0196@fairviewschoolng.com,8pQMoNwv3SUO6-f_NdUTew
FSN-0197,zainab.nwachukwu0197@fairviewschoolng.com,jwQtjbNDh0GqTOGc16JGig
FSN-0198,uche.yusuf0198@fairviewschoolng.com,goUWhsSUCDE5q-ltBJM5uw
FSN-0199,olumide.yusuf0199@fairviewschoolng.com,hIUxviK2BTniigqw12FM7Q
FSN-0200,amaka.okafor0200@fairviewschoolng.com,I5l3ROHGKZsICW5o8HyYiQ
FSN-0201,aisha.ezenwa0201@fairviewschoolng.com,UWMy6Pn2pdVlVBnYUSDuQw
FSN-0202,yetunde.okoro0202@fairviewschoolng.com,DgHVOGig7yXJXBJRlsGkYQ
FSN-0203,ayodele.suleiman0203@fairviewschoolng.com,UmWLCZ2meaDm4VHqJIBExA
FSN-0204,zainab.ibrahim0204@fairviewschoolng.com,iqrWymlBLjgFkVxgapwWXQ
FSN-0205,damilare.musa0205@fairviewschoolng.com,bon1B7IEgFIX8-We68TDCQ
FSN-0206,halima.bakare0206@fairviewschoolng.com,KbXTaMX7OS9zfb88uRS_vg
FSN-0207,fatima.ojo0207@fairviewschoolng.com,ZkUJfakXukkD5OeLZ5OW3A
FSN-0208,damilare.abubakar0208@fairviewschoolng.com,qpkues_GP_euG9D5JbKhLg
FSN-0209,tunde.nwosu0209@fairviewschoolng.com,9bL2AjvkG720mOiZnUlDOg
FSN-0210,fatima.ezenwa0210@fairviewschoolng.com,_8dM3fybiPuCTOtSDHilig
FSN-0211,halima.nwachukwu0211@fairviewschoolng.com,ihUnSfIXVOtWX0O8qqBgyw
FSN-0212,aisha.musa0212@fairviewschoolng.com,dZ3_8jKR1EilN4iYAFmSxw
FSN-0213,kelechi.musa0213@fairviewschoolng.com,6m4CJxmNSP--OUHGVim90Q
FSN-0214,aisha.adebayo0214@fairviewschoolng.com,A9y2wnDS_L-n-j1urOQoCg
FSN-0215,adaeze.bakare0215@fairviewschoolng.com,hxd7VNdOW7-fGtPum90_Qw
FSN-0216,ayodele.okeke0216@fairviewschoolng.com,XHpk2DIM20ykQ7ubj01_ig
FSN-0217,aliyu.suleiman0217@fairviewschoolng.com,0bP8TjTVwVe1WqEGalMPpg
FSN-0218,emeka.sani0218@fairviewschoolng.com,z6qyfQ3Y09vV1vGupPtKSw
FSN-0219,femi.eze0219@fairviewschoolng.com,sa7L6P45fmJGV14kfuHc0A
FSN-0220,ikenna.obi0220@fairviewschoolng.com,Fk4oopYIJoGtJYdIpIgeXw
FSN-0221,ibrahim.ibrahim0221@fairviewschoolng.com,LeyZgh1u0QzoLWS6nW5V5A
FSN-0222,olumide.eze0222@fairviewschoolng.com,vplAPJfmQAB93O0y_gcj1w
FSN-0223,adaeze.sani0223@fairviewschoolng.com,bMpQ5DGtx4qoLuSERm9E2g
FSN-0224,halima.ojo0224@fairviewschoolng.com,pLCx0BSmB1x6Me3vOlEgVg
FSN-0225,kunle.chukwu0225@fairviewschoolng.com,Gj6WJgpH0bgxfKIlIBqVSg
FSN-0226,olumide.okeke0226@fairviewschoolng.com,McMI9GKElRXAV3xzrC9_tA
FSN-0227,ndidi.danjuma0227@fairviewschoolng.com,M83I8JT0C112UDnBcHuJUw
FSN-0228,aisha.adeleke0228@fairviewschoolng.com,uDmyEtpM22Yp0FWs5qnYpg
FSN-0229,tunde.abubakar0229@fairviewschoolng.com,xR1UpRkCRdouL7LrL7F0xg
FSN-0230,yakubu.adeleke0230@fairviewschoolng.com,qoCXg_m6_bAYQKOvEGt8ww
FSN-0231,rukayat.umeh0231@fairviewschoolng.com,sTFnobt4llbIoKcYq_OaoA
FSN-0232,olumide.umeh0232@fairviewschoolng.com,ghkdfZ7zGpRGmNe9AcbS3A
FSN-0233,aliyu.balogun0233@fairviewschoolng.com,1lKwzC4raW5hVUa9Aa7DVA
FSN-0234,chidinma.adeyemi0234@fairviewschoolng.com,bEg-zw2fxSIsY6UlUPa56w
FSN-0235,amaka.ezenwa0235@fairviewschoolng.com,8ACTLVkr3n0wqHKlkJISmg
FSN-0236,adaora.uzoma0236@fairviewschoolng.com,69RiQa0uH7BPk3sOfmgkwg
FSN-0237,chidinma.nwosu0237@fairviewschoolng.com,lJhhU6WLPHewsZq779DdRA
FSN-0238,fatima.nnamdi0238@fairviewschoolng.com,VXq-eiRWx9IgAKXaWa698w
FSN-0239,chibuike.nwosu0239@fairviewschoolng.com,sE5RP_sdn1ZuPkOyze0Tgw
FSN-0240,rukayat.umeh0240@fairviewschoolng.com,c7YQYvwJ9J-rvHHSfRJSYA
FSN-0241,ronke.nnamdi0241@fairviewschoolng.com,GMLqyt65GMrIbxIK6bIGIg
FSN-0242,funke.ezenwa0242@fairviewschoolng.com,64nxXFoF3OgA9A2MNcWG5Q
FSN-0243,tunde.adebayo0243@fairviewschoolng.com,V5oMmc2QbG735gDwWgzFXw
FSN-0244,chiamaka.sani0244@fairviewschoolng.com,ZpfqfGJEEuUCXfieZpPGgA
FSN-0245,ndidi.ojo0245@fairviewschoolng.com,mO1YyJwxisKqLRPAVpujvw
FSN-0246,funke.okeke0246@fairviewschoolng.com,VpiRKpAvGo3sqzweo62_Cg
FSN-0247,funke.bello0247@fairviewschoolng.com,MEx9z1DwJDvB-UnuFrFS5Q
FSN-0248,ngozi.okafor0248@fairviewschoolng.com,BhgnUjcET1UYofBugcUThQ
FSN-0249,funke.adebayo0249@fairviewschoolng.com,j_BsBc45r7LWfRtdLCl2vQ
FSN-0250,yetunde.okeke0250@fairviewschoolng.com,fYBhl_H_PUvL08F2LJLz3Q
FSN-0251,tunde.suleiman0251@fairviewschoolng.com,JIhkA3a0RLljyy3eUak6TQ
FSN-0252,adaora.balogun0252@fairviewschoolng.com,BCN1AkI1nGQ7kxYyM34IPA
FSN-0253,ayodele.nwosu0253@fairviewschoolng.com,jjgxMWas-Pq4gPxxVTu2jg
FSN-0254,ronke.umeh0254@fairviewschoolng.com,GgFZ-m-1qpsF4n3gRaslIg
FSN-0255,tunde.chukwu0255@fairviewschoolng.com,O5KJV_v_cLJjqEOlfj-YXw
FSN-0256,damilare.adeleke0256@fairviewschoolng.com,E6_SxWv0FAsQuDuO7XMQ7w
FSN-0257,chukwudi.danjuma0257@fairviewschoolng.com,SKqAv4J7tQ-Rr_NH08zkuA
FSN-0258,adaora.balogun0258@fairviewschoolng.com,NhWh4CJuDK77GCByfP-Alw
FSN-0259,zainab.okoro0259@fairviewschoolng.com,pPrIZyWll31o4LsC4kwFpA
FSN-0260,chidinma.adeleke0260@fairviewschoolng.com,BxpMweWyjtekh0GVdDOO0g
FSN-0261,adaeze.chukwu0261@fairviewschoolng.com,A7zSZ_y4mBMmpni8Md7KMQ
FSN-0262,chiamaka.uzoma0262@fairviewschoolng.com,0ivvuAVSu0mNr4vdXUNfng
FSN-0263,musa.uzoma0263@fairviewschoolng.com,CbEAqUyyaf_2WQ1LcT7GZA
FSN-0264,segun.eze0264@fairviewschoolng.com,5IsWMUSMxJuL87vkRnx--w
FSN-0265,adaeze.okoro0265@fairviewschoolng.com,qc-O6QO-0tXGfM5yyp1Yhw
FSN-0266,grace.bakare0266@fairviewschoolng.com,vD0_65lOVUWXxl33v2KqzQ
FSN-0267,chukwudi.suleiman0267@fairviewschoolng.com,k8lpXZxjWioRPwP3yFfpgA
FSN-0268,halima.chukwu0268@fairviewschoolng.com,zL0_flhhWuaO3Q5WBHAjsw
FSN-0269,suleiman.obi0269@fairviewschoolng.com,-vW7sFtrju_8aA6Mtu8rUw
FSN-0270,ifeoma.nwachukwu0270@fairviewschoolng.com,_Qv9rZsk3Gaw6MQuFcc9fA
FSN-0271,fatima.nwosu0271@fairviewschoolng.com,Vb9dbwvs6JqgtcWE8qILHQ
FSN-0272,grace.ezenwa0272@fairviewschoolng.com,y2PYsEv6VIPS24MG6TAFBg
